what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.adobe.flexbuilder.services.LCDSService,4.6.1.335153,"com.adobe.flexbuilder.services.LCDSService",1350214147740
stopped,bundle,com.adobe.flexbuilder.services.WEBService,4.6.1.335153,"com.adobe.flexbuilder.services.WEBService",1350214147741
stopped,bundle,com.adobe.flexbuilder.services.J2EEService,4.6.1.335153,"com.adobe.flexbuilder.services.J2EEService",1350214147743
stopped,bundle,com.adobe.flexbuilder.services.PHPService,4.6.1.335153,"com.adobe.flexbuilder.services.PHPService",1350214147745
stopped,bundle,com.adobe.flexbuilder.services.StaticContentService,4.6.1.335153,"com.adobe.flexbuilder.services.StaticContentService",1350214147747
stopped,bundle,com.adobe.flexbuilder.DCDService,4.6.1.335153,"com.adobe.flexbuilder.DCDService",1350214147747
stopped,bundle,com.adobe.flexbuilder.axis2,4.6.1.335153,"com.adobe.flexbuilder.axis2",1350214147749
stopped,bundle,com.adobe.flexbuilder.crimson,4.6.1.335153,"com.adobe.flexbuilder.crimson",1350214147749
stopped,bundle,com.adobe.flexbuilder.dcrad.derived,4.6.1.335153,"com.adobe.flexbuilder.dcrad.derived",1350214147751
stopped,bundle,com.adobe.flexbuilder.flex,4.6.1.335153,"com.adobe.flexbuilder.flex",1350214147751
stopped,bundle,com.adobe.flexbuilder.flexunit.derived,4.6.1.335153,"com.adobe.flexbuilder.flexunit.derived",1350214147753
stopped,bundle,com.adobe.flexbuilder.help,4.6.1.335153,"com.adobe.flexbuilder.help",1350214147754
stopped,bundle,com.adobe.flexbuilder.json,4.6.1.335153,"com.adobe.flexbuilder.json",1350214147756
stopped,bundle,com.adobe.flexbuilder.services.WEBService.derived,4.6.1.335153,"com.adobe.flexbuilder.services.WEBService.derived",1350214147758
stopped,bundle,com.adobe.flexide.amt,4.6.1.335153,"com.adobe.flexide.amt",1350214148100
stopped,bundle,com.adobe.flexbuilder.utils.osnative,4.6.1.335153,"com.adobe.flexbuilder.utils.osnative",1350214148101
stopped,bundle,com.adobe.flexide.embeddedplayer,4.6.1.335153,"com.adobe.flexide.embeddedplayer",1350214148314
stopped,bundle,com.adobe.flexide.nativelibs,4.6.1.335153,"com.adobe.flexide.nativelibs",1350214148651
stopped,bundle,com.adobe.model.core,4.5.304901.v20110217,"com.adobe.model.core",1350214148652
stopped,bundle,com.adobe.rds.dataview,4.5.304901.v20110217,"com.adobe.rds.dataview",1350214148659
stopped,bundle,com.adobe.rds.core,4.5.304901.v20110217,"com.adobe.rds.core",1350214148688
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1350214148991
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1350214149008
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1350214149019
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1350214149091
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1350214149116
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1350214149116
stopped,bundle,org.eclipse.mylyn.ide.ant,3.7.1.v20120425-0100,"org.eclipse.mylyn.ide.ant",1350214149117
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1350214149120
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1350214149174
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1350214149225
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1350214149225
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1350214149225
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1350214149259
